,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Kavaratti,10.5669,72.642,27.58,74,100,3.79,IN,1634582363
359,Belmonte,-15.8631,-38.8828,28.28,72,100,4.82,BR,1634582363
360,Khovd,48.0056,91.6419,1.11,55,0,0.3,MN,1634582363
361,Zhezkazgan,47.8043,67.7144,8.2,35,6,4.48,KZ,1634582364
362,Antropovo,58.3988,43.0066,0.09,93,11,3.0,RU,1634582364
363,Touros,-5.1989,-35.4608,30.5,66,74,6.86,BR,1634582364
364,Scottsbluff,41.8666,-103.6672,24.24,32,1,0.0,US,1634582365
365,Vágur,61.4732,-6.8119,9.21,98,100,14.19,FO,1634582365
366,Praia da Vitória,38.7333,-27.0667,23.14,78,20,5.73,PT,1634582365
367,Nushki,29.5542,66.0215,14.67,12,0,0.54,PK,1634582366
368,Asău,46.4333,26.4,8.75,85,100,0.97,RO,1634582366
369,Porto-Vecchio,41.591,9.2795,16.74,82,0,1.54,FR,1634582367
370,Aksarka,66.5606,67.7975,0.46,90,32,4.49,RU,1634582367
371,Baykit,61.67,96.37,-0.86,97,38,0.9,RU,1634582367
372,Anori,-3.7728,-61.6442,34.43,41,95,0.88,BR,1634582368
373,Ola,59.5833,151.2833,-10.51,53,0,3.91,RU,1634582368
374,Oktyabr'skoye,43.0645,44.7417,11.08,100,99,1.0,RU,1634582368
375,Balkanabat,39.5108,54.3671,18.17,54,29,2.69,TM,1634582369
376,Katsuura,35.1333,140.3,14.55,75,100,6.36,JP,1634582369
377,Kutum,14.2,24.6667,27.05,16,4,3.96,SD,1634582369
378,Mwanza,-2.5167,32.9,24.03,83,20,0.0,TZ,1634582370
379,Egvekinot,66.3167,-179.1667,-9.21,94,100,5.58,RU,1634582370
380,Erenhot,43.6475,111.9767,0.49,42,0,2.32,CN,1634582370
381,Banda Aceh,5.5577,95.3222,27.28,77,100,1.36,ID,1634582371
382,Somerset East,-32.7217,25.588,9.43,71,0,3.17,ZA,1634582371
383,São Geraldo do Araguaia,-6.4006,-48.555,31.94,47,88,0.53,BR,1634582371
384,Marystown,47.1666,-55.1483,10.48,100,100,4.47,CA,1634582372
385,Ancud,-41.8697,-73.8203,16.74,76,31,3.44,CL,1634582372
386,Coxim,-18.5067,-54.76,32.17,44,100,1.75,BR,1634582372
387,Port Hedland,-20.3167,118.5667,22.03,88,6,0.0,AU,1634582373
388,Khonsa,27.0167,95.5667,19.1,94,91,2.14,IN,1634582373
389,Samoded,63.6083,40.5111,2.31,91,97,2.99,RU,1634582373
390,Streator,41.1209,-88.8354,23.88,44,0,0.89,US,1634582374
391,Svetlaya,46.5389,138.3297,1.43,80,100,4.99,RU,1634582374
392,Richards Bay,-28.783,32.0377,14.43,69,2,2.62,ZA,1634582374
393,Fonte Boa,-2.4959,-66.2662,32.0,53,100,1.42,BR,1634582375
394,Lapeer,43.0514,-83.3188,18.04,48,1,4.63,US,1634582375
395,Kiama,-34.6833,150.8667,16.99,74,100,0.89,AU,1634582375
396,Shchors,51.8186,31.945,4.97,91,100,3.65,UA,1634582376
397,Vrangel',42.7297,133.0839,6.42,85,100,5.24,RU,1634582376
398,Porto Belo,-27.1578,-48.5531,20.65,85,100,5.19,BR,1634582376
399,Zapolyarnyy,69.4154,30.8136,-0.4,76,100,9.69,RU,1634582377
400,Mayna,54.1135,47.6231,6.69,57,100,4.81,RU,1634582377
401,Seinäjoki,62.7945,22.8282,1.78,73,20,0.45,FI,1634582250
402,Blackfoot,43.1905,-112.345,17.29,21,100,3.75,US,1634582377
403,Christchurch,-43.5333,172.6333,12.49,78,28,0.45,NZ,1634582378
404,Mandalgovi,45.7625,106.2708,-1.52,42,1,2.81,MN,1634582378
405,Shīeli,44.1667,66.75,11.87,26,0,3.35,KZ,1634582379
406,Xaltianguis,17.0667,-99.8333,25.73,65,100,2.01,MX,1634582379
407,Payakumbuh,-0.2202,100.6308,21.5,98,100,0.8,ID,1634582379
408,Bethel,41.3712,-73.414,14.47,75,75,3.6,US,1634582380
409,Eskil,38.4017,33.4131,13.6,63,88,3.87,TR,1634582380
410,Ushtobe,45.2514,77.9838,8.5,46,0,4.23,KZ,1634582380
411,Naushki,50.3828,106.1056,-2.38,84,7,1.2,RU,1634582381
412,Qasigiannguit,68.8193,-51.1922,-0.86,60,7,4.51,GL,1634582381
413,Ambilobe,-13.2,49.05,23.15,64,26,4.11,MG,1634582381
414,Grover Beach,35.1216,-120.6213,18.76,46,1,2.24,US,1634582106
415,Sobolevo,54.4299,31.8996,3.51,77,13,4.76,RU,1634582382
416,Omboué,-1.5746,9.2618,24.89,84,100,3.98,GA,1634582382
417,Puma,-5.0,34.7333,22.47,47,48,4.13,TZ,1634582383
418,Tres Arroyos,-38.3739,-60.2798,20.56,32,5,2.22,AR,1634582383
419,Srednekolymsk,67.45,153.6833,-17.46,98,99,1.38,RU,1634582383
420,Qena,26.1615,32.7183,28.06,26,1,5.06,EG,1634582026
421,Rome,43.2128,-75.4557,10.21,77,90,0.45,US,1634582384
422,Gobabis,-22.45,18.9667,19.57,10,9,5.19,NA,1634582384
423,Olonets,60.9847,32.9698,3.43,81,100,2.82,RU,1634582384
424,Heraclea,37.5133,34.0467,13.59,53,59,1.03,TR,1634582385
425,Buraidah,26.326,43.975,29.25,21,0,5.39,SA,1634582385
426,Cururupu,-1.8283,-44.8683,30.07,58,93,3.2,BR,1634582385
427,Cockburn Town,21.4612,-71.1419,27.57,74,16,3.35,TC,1634582386
428,Zlobin,45.2924,14.6541,11.61,61,0,4.63,HR,1634582386
429,Alofi,-19.0595,-169.9187,22.94,94,75,5.14,NU,1634582386
430,College,64.8569,-147.8028,-1.22,78,75,0.0,US,1634582387
431,Koslan,63.4564,48.8989,-0.33,92,45,2.97,RU,1634582387
432,Gladstone,-23.85,151.25,16.96,94,30,2.06,AU,1634582105
433,Pevek,69.7008,170.3133,-13.56,82,100,1.71,RU,1634582387
434,Naze,28.3667,129.4833,21.3,82,98,5.16,JP,1634582388
435,La Romana,18.4273,-68.9728,31.2,70,75,5.14,DO,1634582388
436,Puerto Carreño,6.189,-67.4859,28.38,73,100,2.92,CO,1634582388
437,Dzaoudzi,-12.7887,45.2699,25.94,78,75,2.57,YT,1634582389
438,Golspie,57.9727,-3.978,16.19,90,100,3.2,GB,1634582389
439,Waingapu,-9.6567,120.2641,27.31,78,50,1.04,ID,1634582389
440,Rio Grande,-32.035,-52.0986,22.06,61,0,3.5,BR,1634582390
441,Chu,43.5983,73.7614,10.33,43,0,1.84,KZ,1634582390
442,Lavrentiya,65.5833,-171.0,-4.17,70,100,4.49,RU,1634582390
443,Hammerfest,70.6634,23.6821,0.85,80,75,4.12,NO,1634582391
444,Bahir Dar,11.5936,37.3908,15.72,73,12,1.94,ET,1634582391
445,Ca Mau,9.1769,105.15,24.67,93,100,1.3,VN,1634582392
446,Gigmoto,13.7796,124.39,26.45,88,100,3.04,PH,1634582392
447,Mazamari,-11.3258,-74.5308,30.86,49,95,1.29,PE,1634582392
448,Los Llanos de Aridane,28.6585,-17.9182,25.86,23,0,1.03,ES,1634582393
449,Aracaju,-10.9111,-37.0717,28.97,65,20,5.14,BR,1634582393
450,Yining,29.0361,114.5636,12.44,92,100,0.53,CN,1634582393
451,Mitsamiouli,-11.3847,43.2844,26.16,69,40,8.75,KM,1634582394
452,Taldan,53.6667,124.8,-5.89,57,89,1.45,RU,1634582394
453,Mossamedes,-15.1961,12.1522,18.12,82,56,3.71,AO,1634582394
454,Hasaki,35.7333,140.8333,12.38,65,100,6.41,JP,1634582395
455,Half Moon Bay,37.4636,-122.4286,16.36,75,90,2.24,US,1634582113
456,Hereford,52.0568,-2.7148,17.34,70,100,2.91,GB,1634582395
457,Bulungu,-4.55,18.6,22.19,96,100,1.29,CD,1634582396
458,Chauk,20.8833,94.8167,25.12,90,100,1.27,MM,1634582396
459,Moroni,-11.7022,43.2551,26.0,69,40,8.75,KM,1634582396
460,Alcobendas,40.5475,-3.642,21.51,58,20,1.03,ES,1634582397
461,Sittwe,20.15,92.9,26.59,86,100,4.07,MM,1634582397
462,Ukhta,63.5671,53.6835,0.2,89,31,2.65,RU,1634582397
463,Wagga Wagga,-35.1167,147.3667,10.23,100,27,2.57,AU,1634582398
464,Carutapera,-1.195,-46.02,30.11,59,81,4.15,BR,1634582398
465,Araxá,-19.5933,-46.9406,26.98,57,40,4.12,BR,1634582399
466,Anta,25.15,76.3,22.42,92,6,2.09,IN,1634582399
467,Cowra,-33.8333,148.6833,9.93,70,22,1.18,AU,1634582399
468,Kuytun,54.3419,101.5036,-3.15,90,14,0.96,RU,1634582400
469,Wahiawā,21.5028,-158.0236,25.18,72,1,0.0,US,1634582324
470,Evensk,61.95,159.2333,-10.22,68,100,4.51,RU,1634582400
471,Suez,29.9737,32.5263,22.04,60,0,4.11,EG,1634582121
472,Bud,39.447,-86.1758,22.34,50,0,3.83,US,1634582400
473,Novoagansk,61.9449,76.6625,3.38,91,86,4.42,RU,1634582401
474,Yarmouth,41.7057,-70.2286,16.65,55,75,6.71,US,1634582402
475,Nhulunbuy,-12.2333,136.7667,24.34,88,78,1.54,AU,1634582402
476,San Cristobal,7.7669,-72.225,28.1,47,36,3.6,VE,1634582403
477,Imeni Poliny Osipenko,52.4201,136.4853,-13.5,97,40,1.11,RU,1634582404
478,Ramnagar,29.4,79.1167,20.01,96,100,1.67,IN,1634582404
479,Guane,22.2025,-84.0875,31.54,48,63,3.69,CU,1634582405
480,Kuril'sk,45.2333,147.8833,5.95,77,95,3.49,RU,1634582406
481,Guiglo,6.5456,-7.4966,23.24,96,100,1.77,CI,1634582407
482,Barabash,43.2,131.4833,2.82,66,94,5.44,RU,1634582407
483,Oranjemund,-28.55,16.4333,15.67,68,0,11.04,NA,1634582408
484,Tinaquillo,9.9186,-68.3047,32.04,64,26,1.83,VE,1634582408
485,Sampit,-2.5333,112.95,24.31,95,96,0.88,ID,1634582409
486,Kamiichi,36.7,137.3667,9.93,91,100,1.16,JP,1634582409
487,Hillsborough,37.5741,-122.3794,15.9,76,75,2.24,US,1634582410
488,Kathu,7.9178,98.3332,30.39,88,100,2.71,TH,1634582410
489,Bulgan,48.8125,103.5347,-0.42,50,63,0.99,MN,1634582411
490,Grindavik,63.8424,-22.4338,8.97,87,90,10.29,IS,1634582411
491,Chalmette,29.9427,-89.9634,24.44,56,1,1.34,US,1634582411
492,Hulan Ergi,47.2042,123.6333,-1.97,57,0,3.02,CN,1634582412
493,Sozimskiy,59.7418,52.2482,4.7,83,100,3.68,RU,1634582412
494,Robertsport,6.7533,-11.3686,27.15,79,7,4.93,LR,1634582412
495,Ust-Kuyga,70.0167,135.6,-24.76,100,96,2.41,RU,1634582413
496,Inuvik,68.3499,-133.7218,-5.52,96,90,1.03,CA,1634582227
497,Archidona,37.0965,-4.3887,22.9,62,98,2.3,ES,1634582413
498,Dunedin,-45.8742,170.5036,7.28,93,95,7.46,NZ,1634582414
499,Ilek,51.5271,53.3831,11.84,35,100,4.71,RU,1634582414
500,North Myrtle Beach,33.816,-78.68,24.49,37,1,0.45,US,1634582414
501,Birin,26.8865,88.0718,15.52,98,100,2.62,NP,1634582415
502,Pangody,65.85,74.4859,1.23,90,83,5.18,RU,1634582415
503,Ojinaga,29.5667,-104.4167,29.76,28,1,0.0,MX,1634582415
504,Price,39.5994,-110.8107,14.29,46,1,1.54,US,1634582416
505,Aldan,58.6031,125.3894,-4.75,95,100,6.53,RU,1634582416
506,San Juan Bautista,-14.0108,-75.7358,16.76,38,96,5.09,PE,1634582416
507,Almaznyy,48.0448,40.045,7.08,61,99,2.74,RU,1634582417
508,Olavarría,-36.8927,-60.3225,20.57,31,5,1.01,AR,1634582417
509,Karwar,14.8,74.1333,25.24,80,20,2.8,IN,1634582417
510,Umm Kaddadah,13.6017,26.6876,32.84,14,0,5.0,SD,1634582418
511,Concordia,-31.393,-58.0209,25.04,35,20,1.34,AR,1634582418
512,San Angelo,31.4638,-100.437,25.91,48,1,2.68,US,1634582418
513,Carmo do Paranaíba,-19.0008,-46.3161,24.56,64,95,4.02,BR,1634582419
514,Barkot,30.8167,78.2,14.33,89,4,1.64,IN,1634582419
515,Sakaiminato,35.55,133.2333,10.99,93,40,3.09,JP,1634582420
516,Santarém,-2.4431,-54.7083,28.07,78,40,2.57,BR,1634582261
517,Yeppoon,-23.1333,150.7333,18.88,93,23,1.39,AU,1634582420
518,Barra do Corda,-5.5,-45.25,31.3,53,100,0.37,BR,1634582420
519,Cap Malheureux,-19.9842,57.6142,23.59,77,56,4.02,MU,1634582421
520,Jambi City,-1.6,103.6167,22.77,99,98,1.38,ID,1634582421
521,Hue,16.4667,107.6,23.06,94,75,2.06,VN,1634582366
522,Morro da Fumaça,-28.6508,-49.21,18.94,73,100,1.67,BR,1634582421
523,Louis Trichardt,-23.0439,29.9032,11.67,93,100,5.74,ZA,1634582422
524,Bambanglipuro,-7.95,110.2833,25.6,85,70,1.73,ID,1634582422
525,San Quintín,30.4833,-115.95,19.71,60,48,5.82,MX,1634582422
526,Sinnamary,5.3833,-52.95,28.37,73,100,3.89,GF,1634582423
527,Neiafu,-18.65,-173.9833,25.38,83,40,3.6,TO,1634582423
528,Benghazi,32.1167,20.0667,22.75,55,100,5.54,LY,1634582423
529,Laurel,39.0993,-76.8483,20.56,45,75,1.34,US,1634582255
530,Marsabit,2.3284,37.9899,24.23,44,57,7.3,KE,1634582424
531,Sangre Grande,10.5835,-61.1177,30.59,81,63,2.69,TT,1634582424
532,Tendūkheda,23.4,79.55,22.6,96,38,3.21,IN,1634582424
533,Camacha,33.0833,-16.3333,21.68,83,20,3.6,PT,1634582425
534,Bucak,37.4592,30.595,14.29,51,86,1.68,TR,1634582425
535,Korla,41.7597,86.1469,12.3,26,100,3.16,CN,1634582425
536,Kumul,42.8,93.45,12.11,25,83,0.99,CN,1634582426
537,Pechenga,69.5259,31.1703,0.48,69,100,10.6,RU,1634582426
538,Rocha,-34.4833,-54.3333,15.99,73,34,4.57,UY,1634582426
539,Leh,34.1667,77.5833,3.24,85,82,1.35,IN,1634582427
540,Lucapa,-8.4192,20.7447,21.99,74,88,1.56,AO,1634582427
541,Tondano,1.3038,124.9112,21.05,86,95,0.72,ID,1634582427
542,Herford,52.1333,8.6833,11.92,80,100,3.04,DE,1634582428
543,Santa María del Oro,25.9333,-105.3667,24.89,38,100,1.83,MX,1634582428
544,Saint-Leu,-21.15,55.2833,22.48,95,2,3.47,RE,1634582428
545,Sandeid,59.5449,5.8636,10.06,81,100,3.2,NO,1634582429
546,Krasnoarmiys'k,48.282,37.1758,7.5,59,100,3.07,UA,1634582429
